storyline_id,source_label,source_kind,source_port,source_group,source_index_group,choice_index,choice_text_zh,target_label,target_kind,target_port
storyline_005_80355bb1a5,CL170_020_067,ShowChoice,choiceEndPoint,choice,2,2,用女主伍王宣扬你是天命所归,020_C170C_070,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,N11_020_075,PlayVideo_Ordinary,__endPoint,,-1,,,NE11,EndPoint_NormalEnd,__entryPoint
storyline_005_80355bb1a5,CL260_020_033,ShowChoice,choiceEndPoint,choice,0,0,是对是错，由后人评说吧,020_034,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,EntryPoint_ChapterStart,EntryPoint_ChapterStart,__endPoint,,-1,,,020_001,PlayVideo_TraceBack,__entryPoint
storyline_005_80355bb1a5,020_C050B_023,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint_chapter112_1,EndPoint_SubChapterReport,__entryPoint
storyline_005_80355bb1a5,begin_2,EntryPoint_SubChapterStart,__endPoint,,-1,,,020_025,PlayVideo_TraceBack,__entryPoint
storyline_005_80355bb1a5,begin_3,EntryPoint_SubChapterStart,__endPoint,,-1,,,020_040,PlayVideo_TraceBack,__entryPoint
storyline_005_80355bb1a5,020_C140A_051,PlayVideo_Ordinary,__endPoint,,-1,,,Global_GlobalVariableSetter,Global_GlobalVariableSetter,__entryPoint
storyline_005_80355bb1a5,020_C140B_052,PlayVideo_Ordinary,__endPoint,,-1,,,Global_GlobalVariableSetter,Global_GlobalVariableSetter,__entryPoint
storyline_005_80355bb1a5,Global_GlobalVariableSetter,Global_GlobalVariableSetter,__endPoint,,-1,,,全选,Function_Storyline_If,__entryPoint
storyline_005_80355bb1a5,Global_GlobalVariableSetter,Global_GlobalVariableSetter,__endPoint,,-1,,,全选,Function_Storyline_If,__entryPoint
storyline_005_80355bb1a5,全选,Function_Storyline_If,endPointTrue,conditionGroup,0,,,020_053,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,nvdi >= 3,Function_Storyline_If,endPointTrue,conditionGroup,0,,,020_076,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,nvdi >= 3,Function_Storyline_If,endPointElse,,-1,,,N11_020_075,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,020_001,PlayVideo_TraceBack,__endPoint,,-1,,,QL240_020_002,PlayVideo_TraceBack,__entryPoint
storyline_005_80355bb1a5,020_004,PlayVideo_Ordinary,__endPoint,,-1,,,CL010_020_005,ShowChoice,__entryPoint
storyline_005_80355bb1a5,020_025,PlayVideo_TraceBack,__endPoint,,-1,,,QL080_020_026,PlayVideo_TraceBack,__entryPoint
storyline_005_80355bb1a5,020_027,PlayVideo_Ordinary,__endPoint,,-1,,,CL090_020_028,ShowChoice,__entryPoint
storyline_005_80355bb1a5,QL240_020_002,PlayVideo_TraceBack,endPointSuccess,,-1,,,020_004,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,QL100_020_031,PlayVideo_TraceBack,endPointSuccess,,-1,,,020_032,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,QL080_020_026,PlayVideo_TraceBack,endPointSuccess,,-1,,,020_027,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,020_076,PlayVideo_Ordinary,__endPoint,,-1,,,CL181_020_077,ShowChoice,__entryPoint
storyline_005_80355bb1a5,CL181_020_077,ShowChoice,choiceEndPoint,choice,0,0,是,020_C181A_078,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,020_C181A_078,PlayVideo_Ordinary,__endPoint,,-1,,,QL182_020_079,PlayVideo_TraceBack,__entryPoint
storyline_005_80355bb1a5,QL182_020_079,PlayVideo_TraceBack,endPointSuccess,,-1,,,020_080,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL181_020_077,ShowChoice,choiceEndPoint,choice,1,1,否,Link_Lead,Link_Lead,__entryPoint
storyline_005_80355bb1a5,Link_Lead,Link_Lead,__endPoint,,-1,,,020_C181B_081,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,020_080,PlayVideo_Ordinary,__endPoint,,-1,,,020_C181B_081,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,020_C181B_081,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint_chapter112_3,EndPoint_FinalReport,__entryPoint
storyline_005_80355bb1a5,QL150_020_035,PlayVideo_TraceBack,endPointSuccess,,-1,,,020_036,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,020_C170C_070,PlayVideo_Ordinary,__endPoint,,-1,,,nvdi >= 3,Function_Storyline_If,__entryPoint
storyline_005_80355bb1a5,020_C170A_068,PlayVideo_Ordinary,__endPoint,,-1,,,nvdi >= 3,Function_Storyline_If,__entryPoint
storyline_005_80355bb1a5,020_C170B_069,PlayVideo_Ordinary,__endPoint,,-1,,,nvdi >= 3,Function_Storyline_If,__entryPoint
storyline_005_80355bb1a5,020_053,PlayVideo_Ordinary,__endPoint,,-1,,,QL150_020_035,PlayVideo_TraceBack,__entryPoint
storyline_005_80355bb1a5,020_036,PlayVideo_Ordinary,__endPoint,,-1,,,CL160_020_063,ShowChoice,__entryPoint
storyline_005_80355bb1a5,020_034,PlayVideo_Ordinary,__endPoint,,-1,,,CL120_020_054,ShowChoice,__entryPoint
storyline_005_80355bb1a5,020_062,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint_chapter112_2,EndPoint_SubChapterReport,__entryPoint
storyline_005_80355bb1a5,020_040,PlayVideo_TraceBack,__endPoint,,-1,,,CL070_020_041,ShowChoice,__entryPoint
storyline_005_80355bb1a5,020_046,PlayVideo_Ordinary,__endPoint,,-1,,,CL140_020_050,ShowChoice,__entryPoint
storyline_005_80355bb1a5,全选,Function_Storyline_If,endPointElse,,-1,,,CL140_020_050,ShowChoice,__entryPoint
storyline_005_80355bb1a5,N01_20_C010A_006,PlayVideo_Ordinary,__endPoint,,-1,,,NE01,EndPoint_NormalEnd,__entryPoint
storyline_005_a2888dd30d,019_C020A_007,PlayVideo_Ordinary,__endPoint,,-1,,,CL030_019_009,ShowChoice,__entryPoint
storyline_005_a2888dd30d,CL010_019_002,ShowChoice,choiceEndPoint,choice,0,0,顺势造谣太子，火上浇油,019_C010A_003,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,CL010_019_002,ShowChoice,choiceEndPoint,choice,1,1,遏制传言，严惩非议太子之人,019_C010B_004,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C010A_003,PlayVideo_Ordinary,__endPoint,,-1,,,019_005,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C010B_004,PlayVideo_Ordinary,__endPoint,,-1,,,019_005,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,C050_019_023,ShowChoice,choiceEndPoint,choice,0,0,我心里，一直有陛下,019_C050A_024,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_001,PlayVideo_TraceBack,__endPoint,,-1,,,CL010_019_002,ShowChoice,__entryPoint
storyline_005_a2888dd30d,019_005,PlayVideo_Ordinary,__endPoint,,-1,,,C020_019_006,ShowChoice,__entryPoint
storyline_005_a2888dd30d,N01_019_C020B_008,PlayVideo_Ordinary,__endPoint,,-1,,,NE01,EndPoint_NormalEnd,__entryPoint
storyline_005_a2888dd30d,CL030_019_009,ShowChoice,choiceEndPoint,choice,0,0,十四岁入宫时被赠牡丹钿花,019_C030A_010,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,CL030_019_009,ShowChoice,choiceEndPoint,choice,2,2,封后大典，我怀着你走向你的父皇,019_C030C_012,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,CL030_019_009,ShowChoice,choiceEndPoint,choice,1,1,南山狩猎，我救了你的父皇,019_C030B_011,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C030C_012,PlayVideo_Ordinary,__endPoint,,-1,,,CL040_019_013,ShowChoice,__entryPoint
storyline_005_a2888dd30d,N02_019_019,PlayVideo_Ordinary,__endPoint,,-1,,,NE02,EndPoint_NormalEnd,__entryPoint
storyline_005_a2888dd30d,N03_019_018,PlayVideo_Ordinary,__endPoint,,-1,,,NE03,EndPoint_NormalEnd,__entryPoint
storyline_005_a2888dd30d,N04_019_021,PlayVideo_Ordinary,__endPoint,,-1,,,NE04,EndPoint_NormalEnd,__entryPoint
storyline_005_a2888dd30d,老19集上开始,EntryPoint_ChapterStart,__endPoint,,-1,,,019_001,PlayVideo_TraceBack,__entryPoint
storyline_005_a2888dd30d,019_017,PlayVideo_Ordinary,__endPoint,,-1,,,017后的判断,Function_Storyline_If,__entryPoint
storyline_005_a2888dd30d,017后的判断,Function_Storyline_If,endPointTrue,conditionGroup,0,,,N03_019_018,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,017后的判断,Function_Storyline_If,endPointElse,,-1,,,N02_019_019,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C030A_010,PlayVideo_Ordinary,__endPoint,,-1,,,019_017,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C030B_011,PlayVideo_Ordinary,__endPoint,,-1,,,019_017,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C040B_015,PlayVideo_Ordinary,__endPoint,,-1,,,019_017,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,016后的判断,Function_Storyline_If,endPointTrue,conditionGroup,0,,,019_020,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,016后的判断,Function_Storyline_If,endPointElse,,-1,,,N04_019_021,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,027后的判断,Function_Storyline_If,endPointTrue,conditionGroup,0,,,019_028,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,027后的判断,Function_Storyline_If,endPointElse,,-1,,,019_029,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_020,PlayVideo_Ordinary,__endPoint,,-1,,,QL080_019_031,PlayVideo_TraceBack,__entryPoint
storyline_005_a2888dd30d,QL080_019_031,PlayVideo_TraceBack,endPointSuccess,,-1,,,019_032,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_032,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint_chapter111_1,EndPoint_SubChapterReport,__entryPoint
storyline_005_a2888dd30d,019_C040A_016,PlayVideo_Ordinary,__endPoint,,-1,,,016后的判断,Function_Storyline_If,__entryPoint
storyline_005_a2888dd30d,CL040_019_013,ShowChoice,choiceEndPoint,choice,0,0,陛下偏爱礼显，有意更换太子,019_C040B_015,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,CL040_019_013,ShowChoice,choiceEndPoint,choice,1,1,陛下和我有意提前将皇位托付给你,019_C040A_016,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,EntryPoint_SubChapterStart,EntryPoint_SubChapterStart,__endPoint,,-1,,,019_022,PlayVideo_TraceBack,__entryPoint
storyline_005_a2888dd30d,019_022,PlayVideo_TraceBack,__endPoint,,-1,,,C050_019_023,ShowChoice,__entryPoint
storyline_005_a2888dd30d,C020_019_006,ShowChoice,choiceEndPoint,choice,0,0,即刻离开,N01_019_C020B_008,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,C020_019_006,ShowChoice,choiceEndPoint,choice,1,1,照常进入,019_C020A_007,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_029,PlayVideo_Ordinary,__endPoint,,-1,,,C051_019_030,ShowChoice,__entryPoint
storyline_005_a2888dd30d,019_028,PlayVideo_Ordinary,__endPoint,,-1,,,C051_019_030,ShowChoice,__entryPoint
storyline_005_a2888dd30d,C051_019_030,ShowChoice,choiceEndPoint,choice,0,0,看,019_C050A_033,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,C051_019_030,ShowChoice,choiceEndPoint,choice,1,1,不看,019_C050B_034,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C050A_033,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint_chapter111_2,EndPoint_ChapterReport,__entryPoint
storyline_005_a2888dd30d,019_C050B_034,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint_chapter111_2,EndPoint_ChapterReport,__entryPoint
storyline_005_a2888dd30d,C050_019_023,ShowChoice,choiceEndPoint,choice,3,3,选项 D,019_026,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,C050_019_023,ShowChoice,choiceEndPoint,choice,2,2,从未爱过,019_C050B_025,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,C050_019_023,ShowChoice,choiceEndPoint,choice,1,1,爱过,019_C050C_035,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_026,PlayVideo_Ordinary,__endPoint,,-1,,,019_036,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C050A_024,PlayVideo_Ordinary,__endPoint,,-1,,,019_036,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C050C_035,PlayVideo_Ordinary,__endPoint,,-1,,,019_036,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_C050B_025,PlayVideo_Ordinary,__endPoint,,-1,,,019_036,PlayVideo_Ordinary,__entryPoint
storyline_005_a2888dd30d,019_036,PlayVideo_Ordinary,__endPoint,,-1,,,027后的判断,Function_Storyline_If,__entryPoint
storyline_006_5ca9f187a8,CL090_S01_044,ShowChoice,choiceEndPoint,choice,0,0,答应,B09_S01_C090A_045,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_043,PlayVideo_Ordinary,__endPoint,,-1,,,CL090_S01_044,ShowChoice,__entryPoint
storyline_006_5ca9f187a8,S01_029,PlayVideo_Ordinary,__endPoint,,-1,,,S01_031,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C040A_014,PlayVideo_Ordinary,__endPoint,,-1,,,B05_S01_015,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C030A_010,PlayVideo_Ordinary,__endPoint,,-1,,,B04_S01_011,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_031,PlayVideo_Ordinary,__endPoint,,-1,,,CL070_S01_032,ShowChoice,__entryPoint
storyline_006_5ca9f187a8,CL080_S01_039,ShowChoice,choiceEndPoint,choice,0,0,看来在我身上，有楼主觉得更重要的价值,S01_C080A_040,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL080_S01_039,ShowChoice,choiceEndPoint,choice,1,1,看来我们是一条船上的了,S01_C070B_041,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C070C_035,PlayVideo_Ordinary,__endPoint,,-1,,,S01_037,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL010_S01_002,ShowChoice,choiceEndPoint,choice,1,1,杀了他,S01_C010B_004,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL010_S01_002,ShowChoice,choiceEndPoint,choice,0,0,“带我走”,B01_S01_C010A_003,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C040B_016,PlayVideo_Ordinary,__endPoint,,-1,,,S01_017,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL020_S01_005,ShowChoice,choiceEndPoint,choice,1,1,贼喊捉贼，谎称刺客所为,B03_S01_C020B_007,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL020_S01_005,ShowChoice,choiceEndPoint,choice,2,2,穿上刘熙的衣服，趁着月黑风高逃离,N04_S01_C020C_008,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL020_S01_005,ShowChoice,choiceEndPoint,choice,0,0,匿藏尸体，继续在感业寺苟着,B02_S01_C020A_006,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL040_S01_013,ShowChoice,choiceEndPoint,choice,1,1,胁迫夏女官包庇命案,S01_C040B_016,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL040_S01_013,ShowChoice,choiceEndPoint,choice,0,0,趁其不备将她推入井中,S01_C040A_014,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL040_S01_013,ShowChoice,choiceEndPoint,choice,2,2,表明真实身份，问她是否愿意和自己私奔,B_S01_C040C_018,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,C030_S01_009,ShowChoice,choiceEndPoint,choice,1,1,扮演刘熙,S01_C030B_012,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,C030_S01_009,ShowChoice,choiceEndPoint,choice,0,0,逃离,S01_C030A_010,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,C060_S01_025,ShowChoice,choiceEndPoint,choice,0,0,与我无关,S01_C060A_026,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C010B_004,PlayVideo_Ordinary,__endPoint,,-1,,,CL020_S01_005,ShowChoice,__entryPoint
storyline_006_5ca9f187a8,S01_030,PlayVideo_Ordinary,__endPoint,,-1,,,S01_031,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_049,PlayVideo_Ordinary,__endPoint,,-1,,,CL100_S01_050,ShowChoice,__entryPoint
storyline_006_5ca9f187a8,CL100_S01_050,ShowChoice,choiceEndPoint,choice,2,2,其实我辜负了魏王,S01_C100C_057,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C130A_067,PlayVideo_Ordinary,__endPoint,,-1,,,S01_069,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL130_S01_066,ShowChoice,choiceEndPoint,choice,0,0,告诉她,S01_C130A_067,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL130_S01_066,ShowChoice,choiceEndPoint,choice,1,1,不告诉她,S01_C130B_068,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_063,PlayVideo_Ordinary,__endPoint,,-1,,,QL121_S01_064,PlayVideo_TraceBack,__entryPoint
storyline_006_5ca9f187a8,S01_065,PlayVideo_Ordinary,__endPoint,,-1,,,CL130_S01_066,ShowChoice,__entryPoint
storyline_006_5ca9f187a8,S01_C130B_068,PlayVideo_Ordinary,__endPoint,,-1,,,S01_069,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL110_S01_058,ShowChoice,choiceEndPoint,choice,1,1,姐身上的人命早已数不清了,S01_C110B_060,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL110_S01_058,ShowChoice,choiceEndPoint,choice,0,0,刘尚宫之死，我是被冤枉的,S01_C110A_059,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C100C_057,PlayVideo_Ordinary,__endPoint,,-1,,,CL110_S01_058,ShowChoice,__entryPoint
storyline_006_5ca9f187a8,S01_C110B_060,PlayVideo_Ordinary,__endPoint,,-1,,,QL120_S01_061,PlayVideo_TraceBack,__entryPoint
storyline_006_5ca9f187a8,S01_038,PlayVideo_TraceBack,__endPoint,,-1,,,CL080_S01_039,ShowChoice,__entryPoint
storyline_006_5ca9f187a8,EntryPoint_SubChapterStart,EntryPoint_SubChapterStart,__endPoint,,-1,,,S01_038,PlayVideo_TraceBack,__entryPoint
storyline_006_5ca9f187a8,C060_S01_025,ShowChoice,choiceEndPoint,choice,1,1,救下韦贵妃的女儿,S01_C060B_027,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C060A_026,PlayVideo_Ordinary,__endPoint,,-1,,,S01_028,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C060B_027,PlayVideo_Ordinary,__endPoint,,-1,,,S01_028,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_028,PlayVideo_Ordinary,__endPoint,,-1,,,S01_028后判定,Function_Storyline_If,__entryPoint
storyline_006_5ca9f187a8,S01_028后判定,Function_Storyline_If,endPointTrue,conditionGroup,0,,,S01_029,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_028后判定,Function_Storyline_If,endPointElse,,-1,,,S01_030,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C080A_040,PlayVideo_Ordinary,__endPoint,,-1,,,S01_042,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C070B_041,PlayVideo_Ordinary,__endPoint,,-1,,,S01_042,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_042,PlayVideo_Ordinary,__endPoint,,-1,,,选项5选A,Function_Storyline_If,__entryPoint
storyline_006_5ca9f187a8,CL090_S01_044,ShowChoice,choiceEndPoint,choice,1,1,不答应,S01_C090B_046,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL100_S01_050,ShowChoice,choiceEndPoint,choice,0,0,我怀了礼泰的孩子！,S01_C100A_051,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,CL100_S01_050,ShowChoice,choiceEndPoint,choice,1,1,其实我被魏王辜负了,S01_C100B_054,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C100A_051,PlayVideo_Ordinary,__endPoint,,-1,,,选项6选没选A--051,Function_Storyline_If,__entryPoint
storyline_006_5ca9f187a8,选项6选没选A--051,Function_Storyline_If,endPointTrue,conditionGroup,0,,,B12_S01_052,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,选项6选没选A--051,Function_Storyline_If,endPointElse,,-1,,,B52_S01_053,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_C100B_054,PlayVideo_Ordinary,__endPoint,,-1,,,选项6选没选A--054,Function_Storyline_If,__entryPoint
storyline_006_5ca9f187a8,选项6选没选A--054,Function_Storyline_If,endPointTrue,conditionGroup,0,,,B13_S01_055,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,选项6选没选A--054,Function_Storyline_If,endPointElse,,-1,,,B53_S01_056,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,QL120_S01_061,PlayVideo_TraceBack,endPointSuccess,,-1,,,S01_062,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_062,PlayVideo_Ordinary,__endPoint,,-1,,,062后,Function_Storyline_If,__entryPoint
storyline_006_5ca9f187a8,062后,Function_Storyline_If,endPointTrue,conditionGroup,0,,,S01_063,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,062后,Function_Storyline_If,endPointElse,,-1,,,Link_Lead,Link_Lead,__entryPoint
storyline_006_5ca9f187a8,Link_Lead,Link_Lead,__endPoint,,-1,,,Link_Lead,Link_Lead,__entryPoint
storyline_006_5ca9f187a8,Link_Lead,Link_Lead,__endPoint,,-1,,,S01_069,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,QL121_S01_064,PlayVideo_TraceBack,endPointSuccess,,-1,,,S01_065,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_037,PlayVideo_Ordinary,__endPoint,,-1,,,小章节结算,EndPoint_SubChapterReport,__entryPoint
storyline_006_5ca9f187a8,B01_S01_C010A_003,PlayVideo_Ordinary,__endPoint,,-1,,,"BE01 永坠幻象
将自由寄希望于他人的那一刻，便是失去自由的最终时刻。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B02_S01_C020A_006,PlayVideo_Ordinary,__endPoint,,-1,,,"BE02 女鬼的等待
在感业寺，猥琐发育真的能等来救赎吗？补，智能等来女鬼刘熙。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B03_S01_C020B_007,PlayVideo_Ordinary,__endPoint,,-1,,,"BE03 逃不出的感业寺
如同你根本无法逃脱的宿命",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B04_S01_011,PlayVideo_Ordinary,__endPoint,,-1,,,"BE04 永远留下来吧
跑得再快，再远，也根本跑不出这里。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B_S01_C040C_018,PlayVideo_Ordinary,__endPoint,,-1,,,"BE06 感业寺无恋爱脑
你高估了你在夏女官心中的分量，也低估了官位对她的吸引力。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B05_S01_015,PlayVideo_Ordinary,__endPoint,,-1,,,"BE05 井中已满员
井中已有熙姐，终究是井中太过拥挤，你才没能成功将夏女官送进去。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B07_S01_C050A_020,PlayVideo_Ordinary,__endPoint,,-1,,,"BE07 恳求审漏调监控
其实，蜃楼箫管事近日的口腔溃疡，才是她毒素迅速发酵的最大的元凶。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B08_S01_C070B_034,PlayVideo_Ordinary,__endPoint,,-1,,,"BE08 共坠无间
对抗路诡秘，天地之外，再不分离",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B09_S01_C090A_045,PlayVideo_Ordinary,__endPoint,,-1,,,"BE09 一眼万年
再精密的计划，都敌不过萧舒妃望向你的那一眼。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B12_S01_052,PlayVideo_Ordinary,__endPoint,,-1,,,"BE12 绿光先帝
盛帝：真实让朕开了个龙眼。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B52_S01_053,PlayVideo_Ordinary,__endPoint,,-1,,,"BE52 绿光先帝
盛帝：真实让朕开了个龙眼。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B13_S01_055,PlayVideo_Ordinary,__endPoint,,-1,,,"BE13 楼主耐心已告急
出门在外，人设都是自己给的。但既然是自己给的，更要以抓住对手心理为关键",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B53_S01_056,PlayVideo_Ordinary,__endPoint,,-1,,,"BE53 楼主耐心已告急
出门在外，人设都是自己给的。但既然是自己给的，更要以抓住对手心理为关键",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,B15_S01_076,PlayVideo_Ordinary,__endPoint,,-1,,,"BE15 画皮者脾气大
就因为一句反驳就气得要剥了你的皮，箫念也太皮了。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,S01_C090B_046,PlayVideo_Ordinary,__endPoint,,-1,,,"BE10 魂归感业寺
或许，你从未真正逃离这里。新的世界，根本不存在。",EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,选项5选A,Function_Storyline_If,endPointTrue,conditionGroup,0,,,S01_049,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,选项5选A,Function_Storyline_If,endPointElse,,-1,,,S01_043,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,Q142_S01_078,PlayVideo_TraceBack,endPointSuccess,,-1,,,S01_079,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,Q142_S01_078,PlayVideo_TraceBack,endPointFail,,-1,,,B151_S01_080,PlayVideo_Ordinary,__entryPoint
storyline_006_5ca9f187a8,S01_079,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint,EndPoint_ChapterReport,__entryPoint
storyline_006_5ca9f187a8,B151_S01_080,PlayVideo_Ordinary,__endPoint,,-1,,,BE15-1,EndPoint_BadEnd_NW,__entryPoint
storyline_006_5ca9f187a8,S01_C110A_059,PlayVideo_Ordinary,__endPoint,,-1,,,B14_S01_082,PlayVideo_Ordinary,__entryPoint
